Contig	final_assembly.fasta/final_pure_reads_1.fastq RPKM
NODE_9037_length_1071_cov_0.774364	48.22146
NODE_9038_length_1071_cov_0.770127	11.639664
NODE_9039_length_1071_cov_0.766949	22.281641
NODE_9040_length_1071_cov_0.764831	16.960651
NODE_9041_length_1071_cov_0.755297	13.967594
NODE_9042_length_1071_cov_0.723517	10.309416
NODE_9043_length_1071_cov_0.715042	10.641977
NODE_9044_length_1071_cov_0.655720	8.979169
NODE_9045_length_1071_cov_0.654661	16.295528
NODE_9046_length_1071_cov_0.587924	12.304787
NODE_9047_length_1071_cov_0.574153	7.9814835
NODE_9048_length_1071_cov_0.560381	41.570225
NODE_9049_length_1071_cov_0.459746	36.91436
NODE_9050_length_1070_cov_3.611877	75.2292
NODE_9051_length_1070_cov_3.144221	117.8369
NODE_9052_length_1070_cov_2.806999	137.80925
NODE_9053_length_1070_cov_2.265111	60.582813
NODE_9054_length_1070_cov_1.820785	150.79129
NODE_9055_length_1070_cov_1.606575	50.596638
NODE_9056_length_1070_cov_1.297985	49.59802
NODE_9057_length_1070_cov_1.154825	83.218155
NODE_9058_length_1070_cov_1.026511	12.649159
NODE_9059_length_1070_cov_0.978791	20.970974
NODE_9060_length_1070_cov_0.975610	31.622898
NODE_9061_length_1070_cov_0.851538	24.965445
NODE_9062_length_1070_cov_0.841994	35.284492
NODE_9063_length_1070_cov_0.805938	12.649159
NODE_9064_length_1070_cov_0.788971	13.314903
NODE_9065_length_1070_cov_0.767762	15.977884
NODE_9066_length_1070_cov_0.763521	15.645012
NODE_9067_length_1070_cov_0.750795	21.636719
NODE_9068_length_1070_cov_0.709438	17.97512
NODE_9069_length_1070_cov_0.702015	39.944714
NODE_9070_length_1070_cov_0.613998	9.653305
NODE_9071_length_1070_cov_0.609756	10.319051
NODE_9072_length_1070_cov_0.587487	18.307993
NODE_9073_length_1070_cov_0.547190	14.313522
NODE_9074_length_1070_cov_0.489926	6.6574516
NODE_9075_length_1070_cov_0.477200	14.646395
NODE_9076_length_1070_cov_0.459173	48.599403
NODE_9077_length_1070_cov_0.453871	9.320433
NODE_9078_length_1070_cov_0.200424	45.27067
NODE_9079_length_1069_cov_17.754777	784.3151
NODE_9080_length_1069_cov_3.770701	160.92786
NODE_9081_length_1069_cov_2.783439	73.63367
NODE_9082_length_1069_cov_1.363057	23.989246
NODE_9083_length_1069_cov_1.317410	33.651585
NODE_9084_length_1069_cov_1.283439	21.65696
NODE_9085_length_1069_cov_1.115711	19.32467
NODE_9086_length_1069_cov_1.079618	17.65875
NODE_9087_length_1069_cov_0.994692	17.65875
NODE_9088_length_1069_cov_0.986200	13.660544
NODE_9089_length_1069_cov_0.964968	19.32467
NODE_9090_length_1069_cov_0.902335	9.329152
NODE_9091_length_1069_cov_0.891720	15.992831
NODE_9092_length_1069_cov_0.821656	32.65203
NODE_9093_length_1069_cov_0.801486	17.991936
NODE_9094_length_1069_cov_0.656051	12.327808
NODE_9095_length_1069_cov_0.605096	26.987902
NODE_9096_length_1069_cov_0.596603	59.63993
NODE_9097_length_1069_cov_0.595541	13.993728
NODE_9098_length_1069_cov_0.548832	9.329152
NODE_9099_length_1068_cov_1.493092	73.3691
NODE_9100_length_1068_cov_1.454835	24.011707
NODE_9101_length_1068_cov_1.344315	24.011707
NODE_9102_length_1068_cov_1.123273	13.006342
NODE_9103_length_1068_cov_1.072264	38.352036
NODE_9104_length_1068_cov_1.026567	20.009758
NODE_9105_length_1068_cov_1.023379	25.679188
NODE_9106_length_1068_cov_0.961743	27.34667
NODE_9107_length_1068_cov_0.848034	30.348131
NODE_9108_length_1068_cov_0.839532	13.673335
NODE_9109_length_1068_cov_0.839532	16.341303
NODE_9110_length_1068_cov_0.799150	25.679188
NODE_9111_length_1068_cov_0.756642	8.670895
NODE_9112_length_1068_cov_0.749203	43.68797
NODE_9113_length_1068_cov_0.732200	18.342276
NODE_9114_length_1068_cov_0.721573	27.680166
NODE_9115_length_1068_cov_0.721573	19.00927
NODE_9116_length_1068_cov_0.716259	14.006829
NODE_9117_length_1068_cov_0.691817	18.675774
NODE_9118_length_1068_cov_0.684378	7.0034146
NODE_9119_length_1068_cov_0.683316	16.007807
NODE_9120_length_1068_cov_0.668438	7.0034146
NODE_9121_length_1068_cov_0.658874	11.005366
NODE_9122_length_1068_cov_0.560043	9.671383
NODE_9123_length_1068_cov_0.537726	28.013659
NODE_9124_length_1068_cov_0.531350	15.0073185
NODE_9125_length_1068_cov_0.516472	23.344717
NODE_9126_length_1068_cov_0.506908	10.004879
NODE_9127_length_1068_cov_0.485654	42.35399
NODE_9128_length_1068_cov_0.452710	9.337887
NODE_9129_length_1067_cov_7.058511	910.2958
NODE_9130_length_1067_cov_2.609574	424.27057
NODE_9131_length_1067_cov_1.793617	108.15395
NODE_9132_length_1067_cov_1.357447	34.716084
NODE_9133_length_1067_cov_1.337234	24.368021
NODE_9134_length_1067_cov_1.285106	17.024235
NODE_9135_length_1067_cov_1.112766	19.360893
NODE_9136_length_1067_cov_1.065957	10.014256
NODE_9137_length_1067_cov_1.008511	39.389404
NODE_9138_length_1067_cov_0.954255	13.35234
NODE_9139_length_1067_cov_0.945745	19.027086
NODE_9140_length_1067_cov_0.897872	72.10264
NODE_9141_length_1067_cov_0.851064	11.683298
NODE_9142_length_1067_cov_0.841489	8.345213
NODE_9143_length_1067_cov_0.824468	29.37515
NODE_9144_length_1067_cov_0.803191	18.02566
NODE_9145_length_1067_cov_0.745745	29.708958
NODE_9146_length_1067_cov_0.742553	18.02566
NODE_9147_length_1067_cov_0.726596	14.019958
NODE_9148_length_1067_cov_0.647872	33.38085
NODE_9149_length_1067_cov_0.642553	20.696129
NODE_9150_length_1067_cov_0.631915	9.680447
NODE_9151_length_1067_cov_0.619149	8.345213
NODE_9152_length_1067_cov_0.580851	13.018532
NODE_9153_length_1067_cov_0.491489	11.349489
NODE_9154_length_1067_cov_0.413830	9.346639
NODE_9155_length_1067_cov_0.353191	39.723213
NODE_9156_length_1067_cov_0.341489	28.707533
NODE_9157_length_1066_cov_2.379127	93.55407
NODE_9158_length_1066_cov_1.513312	92.5517
NODE_9159_length_1066_cov_1.501597	19.713177
NODE_9160_length_1066_cov_1.351438	27.732096
NODE_9161_length_1066_cov_1.331203	113.601364
NODE_9162_length_1066_cov_1.119276	39.76048
NODE_9163_length_1066_cov_1.100106	32.07568
NODE_9164_length_1066_cov_1.022364	39.426353
NODE_9165_length_1066_cov_1.009585	28.734463
NODE_9166_length_1066_cov_0.994675	20.38142
NODE_9167_length_1066_cov_0.890309	12.0283785
NODE_9168_length_1066_cov_0.780618	10.02365
NODE_9169_length_1066_cov_0.689031	7.6847982
NODE_9170_length_1066_cov_0.670927	11.360136
NODE_9171_length_1066_cov_0.643237	11.360136
NODE_9172_length_1066_cov_0.627263	17.374325
NODE_9173_length_1066_cov_0.601704	8.687162
NODE_9174_length_1066_cov_0.537806	24.725002
NODE_9175_length_1066_cov_0.503727	18.37669
NODE_9176_length_1066_cov_0.472843	8.353042
NODE_9177_length_1066_cov_0.445154	6.3483114
NODE_9178_length_1065_cov_4.157783	689.9402
NODE_9179_length_1065_cov_2.721748	56.854015
NODE_9180_length_1065_cov_2.128998	54.17853
NODE_9181_length_1065_cov_2.078891	52.171917
NODE_9182_length_1065_cov_1.503198	28.092573
NODE_9183_length_1065_cov_1.153518	74.579094
NODE_9184_length_1065_cov_1.120469	17.056204
NODE_9185_length_1065_cov_0.928571	19.062817
NODE_9186_length_1065_cov_0.925373	12.039674
NODE_9187_length_1065_cov_0.900853	8.360885
NODE_9188_length_1065_cov_0.836887	23.744911
NODE_9189_length_1065_cov_0.816631	19.731688
NODE_9190_length_1065_cov_0.780384	10.701932
NODE_9191_length_1065_cov_0.772921	8.360885
NODE_9192_length_1065_cov_0.739872	10.367497
NODE_9193_length_1065_cov_0.696162	9.029756
NODE_9194_length_1065_cov_0.666311	13.711852
NODE_9195_length_1065_cov_0.613006	7.3575788
NODE_9196_length_1065_cov_0.589552	8.360885
NODE_9197_length_1065_cov_0.415778	12.708545
NODE_9198_length_1064_cov_3.645678	284.87198
NODE_9199_length_1064_cov_1.974386	77.66193
NODE_9200_length_1064_cov_1.659552	29.792723
NODE_9201_length_1064_cov_1.497332	26.110474
NODE_9202_length_1064_cov_1.125934	15.733236
NODE_9203_length_1064_cov_1.042689	38.496216
NODE_9204_length_1064_cov_0.922092	16.737484
NODE_9205_length_1064_cov_0.917823	109.46315
NODE_9206_length_1064_cov_0.898613	25.440979
NODE_9207_length_1064_cov_0.734258	8.368742
NODE_9208_length_1064_cov_0.734258	14.3942375
NODE_9209_length_1064_cov_0.702241	9.372992
NODE_9210_length_1064_cov_0.658485	8.368742
NODE_9211_length_1064_cov_0.647812	14.3942375
NODE_9212_length_1064_cov_0.618997	26.779976
NODE_9213_length_1064_cov_0.602988	14.728987
NODE_9214_length_1064_cov_0.578442	13.389988
NODE_9215_length_1064_cov_0.501601	22.093481
NODE_9216_length_1064_cov_0.481323	5.355995
NODE_9217_length_1063_cov_1.730769	149.10376
NODE_9218_length_1063_cov_1.385684	43.5584
NODE_9219_length_1063_cov_1.381410	36.857105
NODE_9220_length_1063_cov_1.216880	25.129845
NODE_9221_length_1063_cov_1.212607	21.444134
NODE_9222_length_1063_cov_1.210470	44.89866
NODE_9223_length_1063_cov_1.201923	19.433746
NODE_9224_length_1063_cov_1.177350	14.072713
NODE_9225_length_1063_cov_1.145299	21.10907
NODE_9226_length_1063_cov_1.128205	18.763618
NODE_9227_length_1063_cov_1.104701	27.810364
NODE_9228_length_1063_cov_1.032051	15.077908
NODE_9229_length_1063_cov_1.020299	16.753231
NODE_9230_length_1063_cov_0.912393	30.490877
NODE_9231_length_1063_cov_0.897436	12.39739
NODE_9232_length_1063_cov_0.810897	9.381809
NODE_9233_length_1063_cov_0.726496	19.098684
NODE_9234_length_1063_cov_0.711538	14.407779
NODE_9235_length_1063_cov_0.606838	8.041551
NODE_9236_length_1063_cov_0.567308	27.4753
NODE_9237_length_1063_cov_0.450855	15.077908
NODE_9238_length_1062_cov_3.581818	662.04034
NODE_9239_length_1062_cov_2.302674	44.940937
NODE_9240_length_1062_cov_2.011765	28.842691
NODE_9241_length_1062_cov_1.825668	53.32544
NODE_9242_length_1062_cov_1.792513	41.587135
NODE_9243_length_1062_cov_1.666310	39.574856
NODE_9244_length_1062_cov_1.448128	27.165789
NODE_9245_length_1062_cov_1.341176	34.20877
NODE_9246_length_1062_cov_1.315508	22.135088
NODE_9247_length_1062_cov_1.259893	19.787428
NODE_9248_length_1062_cov_1.147594	21.79971
NODE_9249_length_1062_cov_1.137968	34.87953
NODE_9250_length_1062_cov_1.078075	20.122807
NODE_9251_length_1062_cov_1.024599	45.94708
NODE_9252_length_1062_cov_0.995722	10.732163
NODE_9253_length_1062_cov_0.905882	8.719883
NODE_9254_length_1062_cov_0.888770	23.14123
NODE_9255_length_1062_cov_0.884492	12.073684
NODE_9256_length_1062_cov_0.879144	10.732163
NODE_9257_length_1062_cov_0.878075	24.818129
NODE_9258_length_1062_cov_0.750802	40.245613
NODE_9259_length_1062_cov_0.747594	9.390643
NODE_9260_length_1062_cov_0.730481	13.415205
NODE_9261_length_1062_cov_0.672727	10.732163
NODE_9262_length_1062_cov_0.649198	17.439766
NODE_9263_length_1062_cov_0.643850	23.811987
NODE_9264_length_1062_cov_0.535829	6.372222
NODE_9265_length_1062_cov_0.510160	4.6953216
NODE_9266_length_1061_cov_2.113490	64.11797
NODE_9267_length_1061_cov_1.579229	54.04709
NODE_9268_length_1061_cov_1.088865	51.361523
NODE_9269_length_1061_cov_0.948608	18.798988
NODE_9270_length_1061_cov_0.797645	30.548353
NODE_9271_length_1061_cov_0.796574	13.092153
NODE_9272_length_1061_cov_0.728051	11.749368
NODE_9273_length_1061_cov_0.667024	7.385317
NODE_9274_length_1061_cov_0.626338	9.063798
NODE_9275_length_1061_cov_0.602784	17.120506
NODE_9276_length_1061_cov_0.533191	39.612152
NODE_9277_length_1061_cov_0.495717	5.035444
NODE_9278_length_1060_cov_2.508039	67.20258
NODE_9279_length_1060_cov_2.418006	73.25082
NODE_9280_length_1060_cov_2.047160	25.53698
NODE_9281_length_1060_cov_1.643087	131.71706
NODE_9282_length_1060_cov_1.314041	28.897112
NODE_9283_length_1060_cov_1.227224	28.897112
NODE_9284_length_1060_cov_1.174705	63.50644
NODE_9285_length_1060_cov_1.115756	24.19293
NODE_9286_length_1060_cov_1.091104	125.332825
NODE_9287_length_1060_cov_1.010718	17.136658
NODE_9288_length_1060_cov_0.997856	14.784569
NODE_9289_length_1060_cov_0.980707	10.080388
NODE_9290_length_1060_cov_0.965702	29.233124
NODE_9291_length_1060_cov_0.964630	16.12862
NODE_9292_length_1060_cov_0.963558	35.617367
NODE_9293_length_1060_cov_0.902465	70.89873
NODE_9294_length_1060_cov_0.833869	58.130234
NODE_9295_length_1060_cov_0.829582	11.424438
NODE_9296_length_1060_cov_0.812433	12.096465
NODE_9297_length_1060_cov_0.798499	9.072349
NODE_9298_length_1060_cov_0.779207	26.545021
NODE_9299_length_1060_cov_0.777063	17.47267
NODE_9300_length_1060_cov_0.654877	7.3922844
NODE_9301_length_1060_cov_0.625938	16.464632
NODE_9302_length_1060_cov_0.617363	7.728297
NODE_9303_length_1060_cov_0.559486	26.545021
NODE_9304_length_1060_cov_0.510182	8.06431
NODE_9305_length_1060_cov_0.445874	73.92284
NODE_9306_length_1060_cov_0.349411	98.115776
NODE_9307_length_1059_cov_4.884120	1035.5607
NODE_9308_length_1059_cov_2.234979	69.62035
NODE_9309_length_1059_cov_1.910944	27.579079
NODE_9310_length_1059_cov_1.900215	69.28402
NODE_9311_length_1059_cov_1.778970	45.740906
NODE_9312_length_1059_cov_1.428112	30.942377
NODE_9313_length_1059_cov_1.282189	14.79853
NODE_9314_length_1059_cov_1.193133	29.59706
NODE_9315_length_1059_cov_1.105150	13.1168785
NODE_9316_length_1059_cov_1.092275	46.41357
NODE_9317_length_1059_cov_1.021459	30.942377
NODE_9318_length_1059_cov_0.994635	14.462199
NODE_9319_length_1059_cov_0.959227	29.93339
NODE_9320_length_1059_cov_0.959227	19.170822
NODE_9321_length_1059_cov_0.932403	17.48917
NODE_9322_length_1059_cov_0.870172	17.48917
NODE_9323_length_1059_cov_0.833691	8.744585
NODE_9324_length_1059_cov_0.738197	24.215773
NODE_9325_length_1059_cov_0.734979	14.125868
NODE_9326_length_1059_cov_0.626609	13.453209
NODE_9327_length_1059_cov_0.613734	16.81651
NODE_9328_length_1059_cov_0.612661	13.453209
NODE_9329_length_1059_cov_0.570815	89.1275
NODE_9330_length_1059_cov_0.545064	6.3902736
NODE_9331_length_1059_cov_0.479614	12.444217
NODE_9332_length_1059_cov_0.393777	15.134858
NODE_9333_length_1058_cov_18.973147	1172.5454
NODE_9334_length_1058_cov_4.622986	1133.1575
NODE_9335_length_1058_cov_4.431794	288.17078
NODE_9336_length_1058_cov_4.367347	846.3333
NODE_9337_length_1058_cov_2.495166	80.122246
NODE_9338_length_1058_cov_2.067669	62.279896
NODE_9339_length_1058_cov_1.636950	36.69464
NODE_9340_length_1058_cov_1.334049	65.983025
NODE_9341_length_1058_cov_1.328679	23.902014
NODE_9342_length_1058_cov_1.276047	45.110844
NODE_9343_length_1058_cov_1.262084	71.70604
NODE_9344_length_1058_cov_1.064447	25.921902
NODE_9345_length_1058_cov_1.062299	11.782683
NODE_9346_length_1058_cov_1.058002	13.802572
NODE_9347_length_1058_cov_0.975295	26.25855
NODE_9348_length_1058_cov_0.916219	15.149164
NODE_9349_length_1058_cov_0.912997	16.495756
NODE_9350_length_1058_cov_0.835661	68.33956
NODE_9351_length_1058_cov_0.742213	6.732962
NODE_9352_length_1058_cov_0.719656	14.812517
NODE_9353_length_1058_cov_0.686359	8.75285
NODE_9354_length_1058_cov_0.650913	13.465924
NODE_9355_length_1058_cov_0.644468	6.732962
NODE_9356_length_1058_cov_0.628357	8.75285
NODE_9357_length_1058_cov_0.627282	20.198887
NODE_9358_length_1058_cov_0.562836	8.079555
NODE_9359_length_1058_cov_0.542427	16.832405
NODE_9360_length_1058_cov_0.399570	7.4062586
NODE_9361_length_1057_cov_2.820430	116.25347
NODE_9362_length_1057_cov_2.012903	80.53501
NODE_9363_length_1057_cov_1.752688	38.414192
NODE_9364_length_1057_cov_1.335484	199.82118
NODE_9365_length_1057_cov_1.325806	38.414192
NODE_9366_length_1057_cov_1.284946	36.39239
NODE_9367_length_1057_cov_1.124731	39.76206
NODE_9368_length_1057_cov_1.112903	19.88103
NODE_9369_length_1057_cov_0.891398	13.815631
NODE_9370_length_1057_cov_0.761290	15.163496
NODE_9371_length_1057_cov_0.729032	10.782931
NODE_9372_length_1057_cov_0.722581	8.424165
NODE_9373_length_1057_cov_0.702151	37.066322
NODE_9374_length_1057_cov_0.697849	11.456863
NODE_9375_length_1057_cov_0.627957	6.7393317
NODE_9376_length_1057_cov_0.595699	16.84833
NODE_9377_length_1057_cov_0.583871	14.152596
NODE_9378_length_1057_cov_0.529032	11.119897
NODE_9379_length_1056_cov_2.022605	90.39257
NODE_9380_length_1056_cov_1.753498	23.947283
NODE_9381_length_1056_cov_1.544672	24.95914
NODE_9382_length_1056_cov_1.406889	22.260855
NODE_9383_length_1056_cov_1.400431	21.248997
NODE_9384_length_1056_cov_1.296017	37.438713
NODE_9385_length_1056_cov_1.175457	39.79971
NODE_9386_length_1056_cov_1.077503	46.545425
NODE_9387_length_1056_cov_0.930032	41.486137
NODE_9388_length_1056_cov_0.926803	14.165999
NODE_9389_length_1056_cov_0.916039	14.84057
NODE_9390_length_1056_cov_0.877287	15.1778555
NODE_9391_length_1056_cov_0.822390	26.30828
NODE_9392_length_1056_cov_0.801938	17.20157
NODE_9393_length_1056_cov_0.793326	10.118571
NODE_9394_length_1056_cov_0.756728	10.455856
NODE_9395_length_1056_cov_0.741658	21.586283
NODE_9396_length_1056_cov_0.666308	9.106713
NODE_9397_length_1056_cov_0.582347	19.899855
NODE_9398_length_1056_cov_0.519914	11.804999
NODE_9399_length_1056_cov_0.410118	18.887999
NODE_9400_length_1056_cov_0.391819	24.284569
NODE_9401_length_1056_cov_0.336921	13.491427
NODE_9402_length_1055_cov_3.948276	48.952785
NODE_9403_length_1055_cov_2.628233	41.863068
NODE_9404_length_1055_cov_1.719828	117.48668
NODE_9405_length_1055_cov_1.461207	45.914333
NODE_9406_length_1055_cov_1.373922	28.696457
NODE_9407_length_1055_cov_1.304957	44.56391
NODE_9408_length_1055_cov_1.258621	23.632378
NODE_9409_length_1055_cov_1.089440	23.632378
NODE_9410_length_1055_cov_1.024784	20.593927
NODE_9411_length_1055_cov_0.959052	15.867452
NODE_9412_length_1055_cov_0.935345	23.632378
NODE_9413_length_1055_cov_0.891164	21.944351
NODE_9414_length_1055_cov_0.884698	21.606745
NODE_9415_length_1055_cov_0.851293	33.08533
NODE_9416_length_1055_cov_0.825431	11.816189
NODE_9417_length_1055_cov_0.792026	10.803372
NODE_9418_length_1055_cov_0.782328	15.529848
NODE_9419_length_1055_cov_0.766164	9.4529505
NODE_9420_length_1055_cov_0.765086	22.957167
NODE_9421_length_1055_cov_0.734914	8.77774
NODE_9422_length_1055_cov_0.720905	17.217875
NODE_9423_length_1055_cov_0.692888	27.683641
NODE_9424_length_1055_cov_0.586207	9.4529505
NODE_9425_length_1055_cov_0.526940	5.7392917
NODE_9426_length_1055_cov_0.368534	16.20506
NODE_9427_length_1055_cov_0.288793	23.294773
NODE_9428_length_1054_cov_3.749730	62.85418
NODE_9429_length_1054_cov_2.966559	178.7627
NODE_9430_length_1054_cov_2.877023	101.03979
NODE_9431_length_1054_cov_2.298813	59.136993
NODE_9432_length_1054_cov_1.357066	25.006502
NODE_9433_length_1054_cov_1.280475	28.385757
NODE_9434_length_1054_cov_1.235167	13.179102
NODE_9435_length_1054_cov_1.218986	59.136993
NODE_9436_length_1054_cov_1.217907	270.34055
NODE_9437_length_1054_cov_1.144552	22.641022
NODE_9438_length_1054_cov_0.968716	19.261765
NODE_9439_length_1054_cov_0.924488	29.399536
NODE_9440_length_1054_cov_0.923409	113.54303
NODE_9441_length_1054_cov_0.777778	8.448142
NODE_9442_length_1054_cov_0.775620	12.165324
NODE_9443_length_1054_cov_0.763754	8.110216
NODE_9444_length_1054_cov_0.724919	29.399536
NODE_9445_length_1054_cov_0.690399	32.102943
NODE_9446_length_1054_cov_0.670982	19.937616
NODE_9447_length_1054_cov_0.669903	11.827399
NODE_9448_length_1054_cov_0.621359	8.110216
NODE_9449_length_1054_cov_0.617044	13.517028
NODE_9450_length_1054_cov_0.570658	8.110216
NODE_9451_length_1054_cov_0.559871	6.082662
NODE_9452_length_1054_cov_0.551241	10.813622
NODE_9453_length_1054_cov_0.518878	13.854954
NODE_9454_length_1054_cov_0.503776	8.110216
NODE_9455_length_1054_cov_0.402373	6.082662
NODE_9456_length_1054_cov_0.377562	22.978947
NODE_9457_length_1053_cov_4.801296	676.155
NODE_9458_length_1053_cov_2.355292	197.87428
NODE_9459_length_1053_cov_2.277538	21.647783
NODE_9460_length_1053_cov_1.987041	33.486416
NODE_9461_length_1053_cov_1.448164	34.16291
NODE_9462_length_1053_cov_1.387689	27.736221
NODE_9463_length_1053_cov_1.198704	19.280058
NODE_9464_length_1053_cov_1.188985	75.76724
NODE_9465_length_1053_cov_1.171706	50.398743
NODE_9466_length_1053_cov_0.994600	18.265318
NODE_9467_length_1053_cov_0.980562	18.265318
NODE_9468_length_1053_cov_0.978402	18.94181
NODE_9469_length_1053_cov_0.977322	28.07447
NODE_9470_length_1053_cov_0.828294	30.780441
NODE_9471_length_1053_cov_0.822894	10.147399
NODE_9472_length_1053_cov_0.795896	7.7796726
NODE_9473_length_1053_cov_0.714903	9.809152
NODE_9474_length_1053_cov_0.696544	16.91233
NODE_9475_length_1053_cov_0.673866	74.41425
NODE_9476_length_1053_cov_0.668467	12.853373
NODE_9477_length_1053_cov_0.659827	8.456165
NODE_9478_length_1053_cov_0.559395	12.515124
NODE_9479_length_1053_cov_0.526998	14.206358
NODE_9480_length_1053_cov_0.519438	6.0884385
NODE_9481_length_1053_cov_0.470842	19.95655
NODE_9482_length_1053_cov_0.377970	11.500384
NODE_9483_length_1053_cov_0.320734	15.559345
NODE_9484_length_1052_cov_8.734054	660.2079
NODE_9485_length_1052_cov_3.758919	562.70026
NODE_9486_length_1052_cov_3.604324	682.8919
NODE_9487_length_1052_cov_3.156757	544.7561
NODE_9488_length_1052_cov_1.769730	56.54088
NODE_9489_length_1052_cov_1.659459	46.045265
NODE_9490_length_1052_cov_1.342703	61.619396
NODE_9491_length_1052_cov_1.081081	327.05682
NODE_9492_length_1052_cov_1.068108	24.376905
NODE_9493_length_1052_cov_1.034595	108.003235
NODE_9494_length_1052_cov_1.032432	17.605543
NODE_9495_length_1052_cov_1.024865	23.69977
NODE_9496_length_1052_cov_0.969730	18.28268
NODE_9497_length_1052_cov_0.950270	137.1201
NODE_9498_length_1052_cov_0.913514	20.652657
NODE_9499_length_1052_cov_0.898378	10.157044
NODE_9500_length_1052_cov_0.881081	28.778292
NODE_9501_length_1052_cov_0.818378	8.125635
NODE_9502_length_1052_cov_0.752432	14.219861
NODE_9503_length_1052_cov_0.747027	29.793997
NODE_9504_length_1052_cov_0.735135	18.621248
NODE_9505_length_1052_cov_0.725405	109.01894
NODE_9506_length_1052_cov_0.687568	9.479908
NODE_9507_length_1052_cov_0.671351	22.684065
NODE_9508_length_1052_cov_0.646486	6.7713623
NODE_9509_length_1052_cov_0.633514	6.0942264
NODE_9510_length_1052_cov_0.600000	18.28268
NODE_9511_length_1052_cov_0.593514	16.928406
NODE_9512_length_1052_cov_0.570811	11.849885
NODE_9513_length_1052_cov_0.505946	8.464203
NODE_9514_length_1052_cov_0.428108	6.4327946
NODE_9515_length_1051_cov_5.391775	372.7793
NODE_9516_length_1051_cov_2.616883	56.594677
NODE_9517_length_1051_cov_1.441558	24.06121
NODE_9518_length_1051_cov_1.352814	36.93904
NODE_9519_length_1051_cov_1.326840	27.111223
NODE_9520_length_1051_cov_1.253247	33.889027
NODE_9521_length_1051_cov_1.196970	21.350088
NODE_9522_length_1051_cov_1.029221	18.638966
NODE_9523_length_1051_cov_1.014069	19.994526
NODE_9524_length_1051_cov_0.958874	53.205776
NODE_9525_length_1051_cov_0.953463	17.961185
NODE_9526_length_1051_cov_0.843074	39.31127
NODE_9527_length_1051_cov_0.830087	17.622293
NODE_9528_length_1051_cov_0.788961	11.183379
NODE_9529_length_1051_cov_0.728355	15.250062
NODE_9530_length_1051_cov_0.661255	14.233392
NODE_9531_length_1051_cov_0.650433	13.555612
NODE_9532_length_1051_cov_0.643939	18.300076
NODE_9533_length_1051_cov_0.601732	10.844489
NODE_9534_length_1051_cov_0.591991	10.844489
NODE_9535_length_1051_cov_0.573593	22.366758
NODE_9536_length_1051_cov_0.562771	6.777806
NODE_9537_length_1051_cov_0.549784	17.961185
NODE_9538_length_1051_cov_0.299784	35.58348
NODE_9539_length_1051_cov_0.262987	88.78925
NODE_9540_length_1050_cov_1.505959	22.38806
NODE_9541_length_1050_cov_1.488624	48.16825
NODE_9542_length_1050_cov_1.397616	20.013569
NODE_9543_length_1050_cov_1.392199	39.687927
NODE_9544_length_1050_cov_1.227519	19.335144
NODE_9545_length_1050_cov_1.141928	18.317503
NODE_9546_length_1050_cov_1.063922	25.78019
NODE_9547_length_1050_cov_0.938245	11.533243
NODE_9548_length_1050_cov_0.875406	19.674356
NODE_9549_length_1050_cov_0.849404	18.317503
NODE_9550_length_1050_cov_0.793066	15.264586
NODE_9551_length_1050_cov_0.735645	12.211668
NODE_9552_length_1050_cov_0.723727	8.480326
NODE_9553_length_1050_cov_0.718310	26.458616
NODE_9554_length_1050_cov_0.644637	16.960651
NODE_9555_length_1050_cov_0.643554	32.22524
NODE_9556_length_1050_cov_0.569881	10.854816
NODE_9557_length_1049_cov_2.045553	181.9915
NODE_9558_length_1049_cov_1.569414	30.558275
NODE_9559_length_1049_cov_1.351410	52.62814
NODE_9560_length_1049_cov_1.265727	32.25596
NODE_9561_length_1049_cov_0.964208	29.879206
NODE_9562_length_1049_cov_0.950108	46.516487
NODE_9563_length_1049_cov_0.867679	25.804766
NODE_9564_length_1049_cov_0.834056	8.148873
NODE_9565_length_1049_cov_0.791757	64.51192
NODE_9566_length_1049_cov_0.788503	24.446619
NODE_9567_length_1049_cov_0.724512	11.544237
NODE_9568_length_1049_cov_0.664859	33.27457
NODE_9569_length_1049_cov_0.661605	14.939603
NODE_9570_length_1049_cov_0.659436	10.865165
NODE_9571_length_1049_cov_0.651844	32.595493
NODE_9572_length_1049_cov_0.627983	14.260529
NODE_9573_length_1049_cov_0.526030	11.204701
NODE_9574_length_1049_cov_0.498915	16.297747
NODE_9575_length_1049_cov_0.455531	28.860594
NODE_9576_length_1049_cov_0.452278	7.8093376
NODE_9577_length_1049_cov_0.415401	16.97682
NODE_9578_length_1048_cov_9.285559	880.2384
NODE_9579_length_1048_cov_2.304017	83.60565
NODE_9580_length_1048_cov_1.312704	44.18185
NODE_9581_length_1048_cov_1.023887	14.953858
NODE_9582_length_1048_cov_1.006515	14.274137
NODE_9583_length_1048_cov_0.977199	16.3133
NODE_9584_length_1048_cov_0.937025	15.973438
NODE_9585_length_1048_cov_0.926167	15.633578
NODE_9586_length_1048_cov_0.879479	9.855951
NODE_9587_length_1048_cov_0.845820	15.293717
NODE_9588_length_1048_cov_0.722041	21.411203
NODE_9589_length_1048_cov_0.646037	17.33288
NODE_9590_length_1048_cov_0.646037	16.99302
NODE_9591_length_1048_cov_0.641694	17.33288
NODE_9592_length_1048_cov_0.606949	6.797208
NODE_9593_length_1048_cov_0.588491	10.195812
